"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","tv_S","ooh_S","print_S","facebook_S","cluster","top_sol"
"39","2_41_4",0,0.225323718962262,12.4958342517296,16.005054156312,2.27644809119775,0.375859879766623,0.811405575249979,0.117845832941748,0.360366343225495,6,FALSE
"40","2_42_1",0,0.302131100366614,12.16865585541,17.28013889642,2.2769006048238,0.559107510630972,0.504065393784919,0.0314063172786375,0.251365211932366,5,FALSE
"41","2_42_4",0,0.276548016037172,12.2273101451358,16.5916164602358,2.27971119861046,0.456185606813827,0.812069314099171,0.301492915506363,0.520688188301606,2,TRUE
"42","2_42_6",0,0.318957662091382,12.1686556698199,17.2801333000479,2.27690088476381,0.927428617308144,0.598472260844405,0.0162025256738586,0.340416422506597,5,FALSE
"43","2_42_8",0,0.273991221842633,12.3760452862659,16.643488516918,2.28199781059259,0.613110188223894,0.566011609012136,0.0232958475512096,0.179270699580853,5,FALSE
"44","2_43_1",0,0.241733845929112,12.2273091769323,16.591617004511,2.2797107482214,0.472911840398718,0.823824194060786,0.32265098348919,0.164201127330084,6,FALSE
"45","2_43_4",0,0.249984863275912,12.4958339513483,16.0050545296149,2.27644791706355,0.238406638287144,0.88549001855935,0.362487578242133,0.279329813583499,6,FALSE
"46","2_43_6",0,0.252945107854939,12.3760462526485,16.6434873126602,2.28199821772587,0.588576847402146,0.717056497703287,0.179964757871395,0.210195578721599,5,FALSE
"47","2_43_7",0,0.246478703001796,12.3760450250531,16.6434879030947,2.28199778956187,0.289708701117312,0.662894713725325,0.222143899869588,0.0523351924432103,6,FALSE
"48","2_43_9",0,0.27119846022972,12.2273108873073,16.5916209436729,2.27971107715856,0.716985877343489,0.838757731658458,0.386268400568016,0.280445211552255,5,FALSE
"49","2_44_1",0,0.226042821235759,12.3464177635162,15.9450205727209,2.27512576827008,0.425925270446166,0.811405575249979,0.117845832941748,0.360366343225495,6,FALSE
"50","2_44_2",0,0.240053882595514,12.6166203727153,16.0604011621498,2.27971080932373,0.58813404179797,0.771345780482403,0.20125775164542,0.197505825511929,5,FALSE
"51","2_45_1",0,0.239098708545896,12.2273101035044,16.5916167539807,2.27971088096136,0.456185606813827,0.881088215942454,0.301492915506363,0.318022460233788,6,FALSE
"52","2_45_10",0,0.28568042785677,12.2273073531383,16.5916124989147,2.27971060748117,1,0.662080046132279,0,0.121344838071472,5,FALSE
"53","2_45_3",0,0.298755895301356,12.1686554758161,17.280135538178,2.27690086014825,0.559462708838095,0.572497782086576,0.159735510474622,0.252161242500838,5,FALSE
"54","2_45_5",0,0.213107878573223,12.3464160065871,15.9450203085388,2.27512539612033,0.206083671225121,0.836392540549478,0.0884685167069018,0.312877787451378,6,FALSE
"55","2_45_7",0,0.242487713796032,12.4958329391142,16.0050525718347,2.27644794537541,0.216271658869135,0.696983502798945,0.152501417448392,0.21775746840024,6,FALSE
"56","2_46_1",0,0.244070200110745,12.4958338634493,16.0050546486736,2.27644789813121,0.238406638287144,0.88549001855935,0.332121295805058,0.279329813583499,6,FALSE
"57","2_46_10",0,0.220333524548923,12.616618091919,16.0603987402045,2.27971034059274,0.115398855229025,0.771345780482403,0.105721431532791,0.197505825511929,6,FALSE
"58","2_46_2",0,0.235202551142754,12.4958351065348,16.0050568156647,2.27644825194782,0.45467770408852,0.838270631027917,0.235465850592786,0.305539168983995,6,FALSE
"59","2_46_4",0,0.216583431946479,12.3760449627942,16.6434897206348,2.28199752603932,0.289708701117312,0.705372896655895,0.172888327689917,0,6,FALSE
"60","3_31_3",0,0.468308064402362,12.1686548258044,17.2801337119668,2.27690009577625,0.154700493622902,0.240733789447648,0.323873933144294,0.229161353962496,3,FALSE
"61","3_33_5",0,0.301097135482033,12.1686578008606,17.2801358746695,2.27690091986743,0.249111895315095,0.814106389211262,0.410896110801213,0.562204078017236,2,FALSE
"62","3_33_7",0,0.469800652602614,12.1686548203942,17.2801339563536,2.27690077552211,0.0342038295091963,0.431569347301898,0.446122054553574,0.863619710264968,1,FALSE
"63","3_34_11",0,0.284741195342807,12.168657241943,17.2801343549834,2.27690110054387,0.259570682957726,0.849038924908152,0.303736830260446,0.652872828608754,2,FALSE
"64","3_35_5",0,0.263945422547165,12.2273120601096,16.5916186846628,2.27971135495622,0.677869795018027,0.857441808254884,0.349415110365273,0.349480806846963,5,FALSE
"65","3_37_2",0,0.252636410552014,12.1686571366079,17.2801339798499,2.27690048159763,0.17324866033565,0.986459820577164,0.425826300003714,0.337496251374845,2,FALSE
"66","3_37_9",0,0.318249544257287,12.168656643068,17.2801343701869,2.27690105577,0.339849442411703,0.661584179415152,0.239081849786794,0.623718000003201,4,FALSE
"67","3_38_10",0,0.298240784338383,12.1686571021715,17.2801353169864,2.27690099705075,0.249111895315095,0.795885273221819,0.368036816391884,0.562204078017236,2,FALSE
"68","3_38_5",0,0.34169317800809,12.1686544604255,17.2801312903472,2.27690062469599,0.137072572541208,0.527491006140763,0.290229070325536,0.341846557709303,3,FALSE
"69","3_39_1",0,0.444664543059953,12.1686548854855,17.2801340162753,2.27690083603495,0.0342038295091963,0.495146633562412,0.446122054553574,0.863619710264968,1,TRUE
"70","3_39_10",0,0.234306827236472,12.1686562393282,17.2801345499052,2.27690044155891,0.137511078842614,1,0.31423830568053,0.337496251374845,2,FALSE
"71","3_39_2",0,0.272430190942176,12.1686577228481,17.2801342545484,2.2769009304517,0.23686003878209,0.933498755384082,0.397782523970259,0.549614539162237,2,FALSE
"72","3_39_5",0,0.326583351305927,12.1686546039655,17.2801332119847,2.27690039169391,0.154700493622902,0.554160845414195,0.323873933144294,0.229161353962496,3,TRUE
"73","3_40_11",0,0.36394063324167,12.1686559887773,17.2801326278192,2.27690078314442,0.170102017282181,0.520297419119629,0.215355393113928,0.626273661187689,4,FALSE
"74","3_40_5",0,0.285591553170597,12.1686564897111,17.2801341392562,2.27690090792707,0.153326565876423,0.849038924908152,0.272919574981531,0.652872828608754,2,FALSE
"75","3_40_9",0,0.374470147701975,12.1686543924624,17.2801314733594,2.27690056191688,0.196134740993589,0.409882048048287,0.226252003385482,0.359407972066598,3,FALSE
"76","3_41_10",0,0.267062337174713,12.1686568635365,17.2801335734074,2.2769006654349,0.154285889050684,0.933498755384082,0.429263400637103,0.373939458780567,2,FALSE
"77","3_41_2",0,0.360194571962045,12.1686552094877,17.2801321171,2.27690083355756,0.174601237448603,0.527491006140763,0.290229070325536,0.51143910883995,4,FALSE
"78","3_41_6",0,0.404440229047858,12.1686550125811,17.2801326294403,2.27690067614579,0.306571811751667,0.371498224594184,0.275998132434445,0.379087478769506,3,FALSE
"79","3_41_7",0,0.335017998871939,12.1686561678189,17.2801352808777,2.27690080242242,0.249111895315095,0.59629108777665,0.324431358524265,0.456606625860638,4,FALSE
"80","3_41_9",0,0.373503685358722,12.1686549217854,17.2801313719781,2.27690081492264,0.136498009782542,0.506702462387152,0.265347054930365,0.583739244299211,4,FALSE
"81","3_42_11",0,0.335098419201447,12.16865540564,17.2801332365836,2.27690057612094,0.207875258509503,0.52380162904106,0.263005846532877,0.343442219897105,3,FALSE
"82","3_42_4",0,0.280027479244733,12.1686561266925,17.2801348023101,2.27690069983074,0.147227078413402,0.879594808526167,0.372090708610362,0.504718248529347,2,FALSE
"83","3_42_7",0,0.36331894231095,12.1686543813392,17.2801321769771,2.27690033840587,0.142020094041744,0.444279860209865,0.31423830568053,0.208955856278469,3,FALSE
"84","3_43_10",0,0.330584782379538,12.1686546407613,17.2801331821208,2.27690044352044,0.164256657208894,0.537862042232218,0.313374761140447,0.240490582067156,3,FALSE
"85","3_43_2",0,0.282930640458814,12.1686562528685,17.2801344030475,2.27690090458902,0.153326565876423,0.849038924908152,0.272919574981531,0.628865044252131,2,FALSE
"86","3_43_3",0,0.382315517364891,12.1686546763872,17.2801315584498,2.27690055225716,0.159203366484577,0.426945438493382,0.264575774011213,0.409742959933885,3,FALSE
"87","3_43_4",0,0.380890347826895,12.1686551436217,17.2801313599195,2.27690083461956,0.204790157774065,0.477788947334098,0.317000082645301,0.495236018130989,4,FALSE
"88","3_43_6",0,0.436777792807566,12.1686551489734,17.2801309702057,2.27690047957753,0.165838499921467,0.339479727475102,0.363278228450663,0.359407972066598,3,FALSE
"89","3_44_10",0,0.328185123245063,12.1686543799516,17.2801327546795,2.27690033857079,0.121284850925775,0.554160845414195,0.323873933144294,0.229161353962496,3,FALSE
"90","3_44_11",0,0.371024449064721,12.1686557059637,17.2801323673801,2.27690091312652,0.126098466166744,0.577275341699242,0.339187551656024,0.659203127382821,4,FALSE
"91","3_44_2",0,0.270530416795912,12.1686565041214,17.2801347447703,2.27690050292126,0.222338778469369,0.814345318496354,0.389626387947671,0.272299629167422,6,FALSE
"92","3_44_3",0,0.407938230628921,12.1686542228128,17.2801318211189,2.27690050632881,0.161988997467574,0.371498224594184,0.288082035705443,0.379087478769506,3,FALSE
"93","3_44_4",0,0.342039162721804,12.168655247776,17.2801342272362,2.27690061956798,0.148884534394385,0.564838934890336,0.290897133314716,0.456606625860638,4,FALSE
"94","3_44_6",0,0.262069736820428,12.1686566333326,17.2801349016247,2.27690065407586,0.147210324355635,0.947547861672938,0.319094824435057,0.539767811765979,2,FALSE
"95","3_44_7",0,0.373957903817179,12.1686555993931,17.2801341358567,2.27690081638901,0.169072264791601,0.582894474471237,0.429263400637103,0.578104971694238,4,FALSE
"96","3_45_1",0,0.381909334806223,12.1686552088251,17.2801325708053,2.27690075010992,0.147227078413402,0.519277911699848,0.388004189858433,0.504718248529347,4,FALSE
"97","3_45_10",0,0.470892024827185,12.1686547843125,17.2801333587009,2.27690059481588,0.139298932125336,0.305060311382187,0.271385571405448,0.652682378577529,4,FALSE
