"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"65",2.69868,0.9738361,0.1501077,0.65709475,0.4599584,0.3820906,2.3255675,0.9640851,0.1403548,2.481615,0.5866626,0.532292,0.6558203,0.0197392846783074,-0.0806225293628053,-0.303358412570335,0.231360433571424,1.28969832130569,1.51193888416113,1.28969832130569,0.147640420038197,0,13578823.9918643,0.209935,64656754.1763662,1e-04,1,0.0839910507202148,37.7109258174896,"3_35_8",3,35,8,382,FALSE,TRUE,2,0.217802862828154,4,FALSE
"66",2.888385,0.8070387,0.2029545,0.67655025,0.33196536,0.3489727,2.1718575,0.9729023,0.101106766,2.1740725,0.6813747,0.4687165,0.6377345,-0.0367655841217487,-0.0495151041600403,-0.239344199958292,0.237621314485351,1.32102268607757,1.6468057738174,1.32102268607757,0.143445979604433,0,33399568.0416391,0.516519,64656754.1763662,1e-04,1,0.0879619121551514,37.9000029563904,"3_35_10",3,35,10,384,FALSE,TRUE,2,0.245324521022396,7,FALSE
"67",2.72785,0.7972716,0.2198514,0.70264175,0.4853257,0.3712894,2.25616,0.9213655,0.1659757,2.415875,0.6373167,0.5535405,0.6573578,0.0270074813431054,-0.0594859913850505,-0.204634493207993,0.230501120460219,1.26398751585918,1.53915597851061,1.26398751585918,0.206725057142411,0,12516555.1015052,0.193504,64656754.1763662,1e-04,1,0.0828959941864014,37.9879310131073,"3_35_11",3,35,11,385,FALSE,TRUE,4,0.226617066931866,4,FALSE
"68",2.71474,0.8008689,0.0795402,0.7701275,0.302940826,0.3386203,2.0842675,0.9335651,0.1672846,2.0075425,0.7187771,0.3481582,0.6554567,-0.0364036475282439,-0.127511579192117,-0.381630566489984,0.237893599044127,1.3173817144042,1.55667615524703,1.3173817144042,0.154571345348177,0,35738033.6270069,0.55269,64656754.1763662,1e-04,1,0.0920341014862061,38.3894698619843,"3_36_4",3,36,4,389,FALSE,TRUE,4,0.227111738989644,8,FALSE
"69",2.8174675,0.7767763,0.1520352,0.8368575,0.5451477,0.3328933,1.9825075,0.7397274,0.2715013,1.9282175,0.6538654,0.496267,0.6447086,0.690422695864833,0.587954383407278,0.699639699709996,0.129860976699627,0.794916990151752,0.806997422488396,0.794916990151752,0.319539000991676,0,1551795.05642696,0.0239029,64656754.1763662,1e-04,1,0.0882561206817627,38.6798918247223,"3_36_7",3,36,7,392,FALSE,TRUE,4,0.122571405774849,3,FALSE
"70",2.143365,0.7067882,0.2523816,0.59857025,0.34014983,0.3035281,1.63207,0.85517,0.1415941,1.4317,0.9305649,0.55668,0.6508259,0.617170384088407,0.507040725382786,0.579218003469082,0.144046370735131,0.873903480530397,0.904868949027366,0.873903480530397,0.255507605563088,0,2105466.59217793,0.032467,64656754.1763662,1e-04,1,0.0833899974822998,38.9554588794708,"3_36_10",3,36,10,395,FALSE,TRUE,4,0.113592665039062,6,FALSE
"71",2.6929925,0.9565083,0.153624,0.6741405,0.4445486,0.3787021,2.21072,0.9791792,0.2722147,1.83448,0.8112912,0.528698,0.6359879,0.0739467361231169,0.0421127704815527,-0.0969245547813213,0.224575870254139,1.2620400028784,1.54929739564937,1.2620400028784,0.144794866176175,0,7934465.90400046,0.122629,64656754.1763662,1e-04,1,0.0933880805969238,39.3555560112,"3_37_3",3,37,3,399,FALSE,TRUE,1,0.225394614301921,4,FALSE
"72",2.6893375,0.9581617,0.2432928,0.55868075,0.4351028,0.3606562,1.79857,0.9263117,0.1840594,2.2291175,0.6230353,0.3933565,0.6409691,0.058897834049049,0.0295595499685791,-0.116299738230888,0.226393260600632,1.27028267400479,1.56292026787821,1.27028267400479,0.155320630827871,0,8943462.95663476,0.138236,64656754.1763662,1e-04,1,0.101779937744141,39.4627268314362,"3_37_4",3,37,4,400,FALSE,TRUE,2,0.228408503151195,8,FALSE
"73",2.5760975,0.8517253,0.1116417,0.5738885,0.3726635,0.2429038,1.6516,0.8424419,0.2147644,2.1476025,0.8558084,0.6343515,0.6041903,0.694013562570983,0.58532089741265,0.723345428563359,0.120390866293526,0.953801827427277,0.845810518962512,0.953801827427277,0.214597374995055,0,502855.762551,0.00767808,64656754.1763662,1e-04,1,0.085284948348999,39.7426209449768,"3_37_7",3,37,7,403,FALSE,TRUE,3,0.0920878756217952,8,FALSE
"74",2.8843325,0.7844868,0.224787,1.26613,0.3500374,0.3725482,1.98416,0.5979487,0.251716,0.6951355,0.7641014,0.7077635,0.6071495,0.813590357328815,0.71397843538042,0.864684666769238,0.0939672761143949,0.769404995174538,0.613312810674011,0.769404995174538,0.432275383055936,0,240672.336061368,0.00362267,64656754.1763662,1e-04,1,0.0934469699859619,40.4378068447113,"3_38_3",3,38,3,410,FALSE,TRUE,5,0.160814545321271,11,FALSE
