"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"2","trend",0.901314838031638,252296606.046854,0.875803415852671,1606984.75189079,0.789066863353918,252296606.046854,0.875803415852671,1606984.75189079,0.789066863353918,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"3","season",0.775836557919842,290356.511016524,0.00100792170036608,1849.40452876767,0.000908100608216851,290356.511016524,0.00100792170036608,1849.40452876767,0.000908100608216851,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"4","holiday",0.750702774009021,5997347.33626176,0.0208187393617872,239893.89345047,0.117793477392986,5997347.33626176,0.0208187393617872,239893.89345047,0.117793477392986,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"5","tv_S",506396.505354205,13906843.7757149,0.0482751689503055,88578.622775254,0.0434941625620537,13906843.7757149,0.0482751689503055,88578.622775254,0.0434941625620537,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,7774236.44,49517.4295541401,119251.734292623,69734.3047384832,27204.2244672214,0.220230475524517,0.471575707936586,0.549386846453279,1.78883725534271,0.55902234650654,1,TRUE,2.00380865907584,0.147946478183916,1.07247309412047,2.93559677816,0.621832113760988
"6","ooh_S",165815.509019294,5808022.77563877,0.0201615323565228,36993.7756410113,0.0181648036637096,5808022.77563877,0.0201615323565228,36993.7756410113,0.0181648036637096,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,24719081.6,157446.379617834,159286.509091446,1840.12947361197,41819.3292242717,0.700248202805798,0.19694781190514,0.265609976715748,0.234961106954668,4.25602353070686,1,TRUE,0.194988251618398,0.010066309208302,0.132048419116156,0.258815742861019,0.560096228017991
"7","print_S",73493.8703523265,3048643.12507154,0.010582829886176,19418.1090768888,0.00953474288012795,3048643.12507154,0.010582829886176,19418.1090768888,0.00953474288012795,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,1804904.93333333,11496.2097664544,16402.3439481041,4906.13418164974,18483.3942769777,0.0511297893770449,0.103378312371796,1.60778157779547,1.68908792300836,0.592035492278545,1,TRUE,1.90174052879633,0.0460036462302706,1.61091787372434,2.19025226475489,0.258482252576529
"8","facebook_S",224805.752190494,6726651.80064771,0.0233503918921712,42844.9159276924,0.0210378495389881,6726651.80064771,0.0233503918921712,42844.9159276924,0.0210378495389881,TRUE,0.6461621,0.899177890031431,0.835096300721848,0.903891046270656,0.0741091784605418,0.502879960315673,0.456491617863561,0.502879960315673,0.599248160408051,0,113347.47187606,0.00165323,64656754.1763662,1e-04,"1_26_3",1,26,3,278,3,1002234.0659765,6383.65647118789,6426.65472482507,42.9982536371763,48575.3228637756,0.0283915322926395,0.228098167786478,7.6093259533962,6.71165751494765,0.148994491714287,1,TRUE,4.15277358329936,0.588349534514201,0.45970850814141,7.86892815096639,0.217916733868635
"9","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.6427298,0.901232402522345,0.844245193015804,0.897463143135966,0.0733502085164719,0.496551328818037,0.446492385949631,0.496551328818037,0.606953172481657,0,93873.5119738041,0.00135201,64656754.1763662,1e-04,"1_33_1",1,33,1,353,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"10","trend",0.924228608315409,258710642.774529,0.89680048998941,1647838.48900974,0.806459448709094,258710642.774529,0.89680048998941,1647838.48900974,0.806459448709094,TRUE,0.6427298,0.901232402522345,0.844245193015804,0.897463143135966,0.0733502085164719,0.496551328818037,0.446492385949631,0.496551328818037,0.606953172481657,0,93873.5119738041,0.00135201,64656754.1763662,1e-04,"1_33_1",1,33,1,353,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
